strain,chemical,concentration,experiment,replicate,auc,max_signal,min_signal,time_to_peak,initial_slope,final_signal
BL031,Propoxur,500.0,4.0,4.0,109331802.5,134704.0,4915.0,1025.0,90.6,82472.0
BL031,Propoxur,50.0,4.0,1.0,81140130.0,134153.0,9177.0,135.0,295.6,18467.0
BL031,Propoxur,50.0,4.0,2.0,85184742.5,139553.0,8346.0,145.0,273.4,20001.0
BL031,Propoxur,50.0,4.0,3.0,83220060.0,165284.0,5459.0,135.0,319.4,5593.0
BL031,Propoxur,50.0,4.0,4.0,70520015.0,140394.0,8839.0,140.0,316.2,13149.0
BL031,Propoxur,5.0,4.0,1.0,43040150.0,100961.0,2027.0,175.0,216.0,2136.0
BL031,Propoxur,5.0,4.0,2.0,48768862.5,111881.0,2065.0,145.0,246.6,2193.0
BL031,Propoxur,5.0,4.0,3.0,47394427.5,115951.0,4743.0,140.0,328.4,4743.0
BL031,Propoxur,5.0,4.0,4.0,41821075.0,104033.0,5298.0,145.0,351.0,5298.0
BL031,Propoxur,0.5,4.0,1.0,35737602.5,87409.0,1040.0,140.0,144.4,1159.0
BL031,Propoxur,0.5,4.0,2.0,37753830.0,93462.0,698.0,140.0,241.6,722.0
BL031,Propoxur,0.5,4.0,3.0,39663255.0,95590.0,5404.0,145.0,227.4,5505.0
BL031,Propoxur,0.5,4.0,4.0,41998435.0,104329.0,1460.0,140.0,266.8,1460.0
BL031,Propoxur,0.05,4.0,1.0,44965987.5,81197.0,6017.0,155.0,99.4,6017.0
BL031,Propoxur,0.05,4.0,2.0,43488975.0,89835.0,2739.0,150.0,193.0,2839.0
BL031,Propoxur,0.05,4.0,3.0,38649517.5,106974.0,4823.0,140.0,258.2,4886.0
BL031,Propoxur,0.05,4.0,4.0,42589267.5,111529.0,636.0,140.0,245.6,661.0
BL031,Propoxur,500.0,5.0,1.0,12522.5,25.0,0.0,210.0,-1.2,0.0
BL031,Propoxur,500.0,5.0,2.0,9915.0,26.0,0.0,260.0,-0.2,0.0
BL031,Propoxur,500.0,5.0,3.0,20355.0,40.0,0.0,190.0,-1.8,0.0
BL031,Propoxur,500.0,5.0,4.0,44675510.0,67015.0,126.0,300.0,540.6,126.0
BL031,Propoxur,50.0,5.0,1.0,14563115.0,42656.0,60.0,235.0,377.8,60.0
BL031,Propoxur,50.0,5.0,2.0,15202042.5,44653.0,62.0,235.0,385.8,62.0
BL031,Propoxur,50.0,5.0,3.0,14787157.5,45051.0,14.0,235.0,347.4,24.0
BL031,Propoxur,50.0,5.0,4.0,25130085.0,37801.0,157.0,260.0,375.2,157.0
BL031,Propoxur,5.0,5.0,1.0,6494790.0,16417.0,36.0,330.0,271.8,36.0
BL031,Propoxur,5.0,5.0,2.0,6029097.5,17711.0,44.0,320.0,298.6,77.0
BL031,Propoxur,5.0,5.0,3.0,7347895.0,20634.0,14.0,315.0,351.0,18.0
BL031,Propoxur,5.0,5.0,4.0,10848547.5,20132.0,756.0,360.0,363.6,756.0
BL031,Propoxur,0.5,5.0,1.0,4708197.5,13129.0,12.0,310.0,312.6,19.0
BL031,Propoxur,0.5,5.0,2.0,5538615.0,15505.0,15.0,310.0,329.6,17.0
BL031,Propoxur,0.5,5.0,3.0,5344075.0,15996.0,10.0,315.0,300.2,15.0
BL031,Propoxur,0.5,5.0,4.0,6330987.5,18291.0,45.0,310.0,358.8,51.0
BL031,Propoxur,0.05,5.0,1.0,5706742.5,13328.0,97.0,275.0,288.6,97.0
BL031,Propoxur,0.05,5.0,2.0,6232580.0,15273.0,44.0,330.0,306.6,53.0
BL031,Propoxur,0.05,5.0,3.0,5710267.5,17034.0,12.0,310.0,294.0,19.0
BL031,Propoxur,0.05,5.0,4.0,5889327.5,19184.0,12.0,305.0,363.4,14.0
BL032,Trimethoprim,50.0,1.0,1.0,65289619.025,66011.0,10450.176666666666,805.0,128.74733333333316,48162.0
BL032,Trimethoprim,50.0,1.0,2.0,63112778.74166667,61992.0,10085.039999999999,750.0,140.48266666666677,40517.0
BL032,Trimethoprim,50.0,1.0,3.0,63190486.983333334,62145.0,10180.006666666666,775.0,159.2140000000003,47346.0
BL032,Trimethoprim,5.0,1.0,1.0,139690497.28333333,157030.0,9804.960000000001,710.0,189.93266666666642,77834.0
BL032,Trimethoprim,5.0,1.0,2.0,143164493.44166666,168770.0,9910.083333333334,655.0,184.5406666666666,68066.0
BL032,Trimethoprim,5.0,1.0,3.0,147146215.79166666,169312.0,9993.683333333332,655.0,179.4166666666668,74698.0
BL032,Trimethoprim,0.5,1.0,1.0,53838515.7,91534.0,6955.0,270.0,232.2973333333335,6955.0
BL032,Trimethoprim,0.5,1.0,2.0,55352646.458333336,81463.0,8924.0,250.0,203.48399999999964,8924.0
BL032,Trimethoprim,0.5,1.0,3.0,55444091.166666664,78103.0,9104.0,245.0,142.22266666666656,9104.0
BL032,Trimethoprim,0.05,1.0,1.0,43719620.791666664,61988.0,7139.0,305.0,218.44399999999987,7245.0
BL032,Trimethoprim,0.05,1.0,2.0,47770117.05,57950.0,8585.0,305.0,197.53399999999965,8585.0
BL032,Trimethoprim,0.05,1.0,3.0,48021436.65,62236.0,7741.0,305.0,211.28533333333326,7741.0
BL032,Trimethoprim,0.005,1.0,1.0,32434.6125,337.7,41.515,180.0,0.6439999999999998,153.7
BL032,Trimethoprim,0.005,1.0,2.0,31185.2,302.1,39.34,180.0,0.7979999999999989,131.0
BL032,Trimethoprim,0.005,1.0,3.0,33232.375,343.4,39.9,180.0,0.7780000000000016,147.9
BL032,Trimethoprim,50.0,2.0,1.0,77710956.81551833,70319.0,12025.690525333333,930.0,576.8715866666665,60743.0
BL032,Trimethoprim,50.0,2.0,2.0,77551957.04587583,71590.0,11051.342182333334,1085.0,455.1417066666665,64332.0
BL032,Trimethoprim,50.0,2.0,3.0,69832009.59431084,60370.0,11715.606272333333,890.0,482.4728628666671,52389.0
BL032,Trimethoprim,5.0,2.0,1.0,133841711.3245675,119318.0,11433.715332333333,1105.0,477.1959087333333,96498.0
BL032,Trimethoprim,5.0,2.0,2.0,139032224.74570668,132083.0,11439.290088666667,540.0,486.3997681333334,86784.0
BL032,Trimethoprim,5.0,2.0,3.0,136780801.13762,122680.0,11528.046992000001,565.0,494.3361126666663,94204.0
BL032,Trimethoprim,0.5,2.0,1.0,43650352.505221665,82382.0,5476.0,295.0,468.93623600000063,5476.0
BL032,Trimethoprim,0.5,2.0,2.0,44367046.54350167,79027.0,5593.0,290.0,509.34516613333324,5593.0
BL032,Trimethoprim,0.5,2.0,3.0,31251248.119863335,62611.0,1390.0,240.0,513.017717266667,1396.0
BL032,Trimethoprim,0.05,2.0,1.0,27809960.551849168,47600.0,1051.0,240.0,497.6189862000003,1073.0
BL032,Trimethoprim,0.05,2.0,2.0,26285463.709135,47391.0,1004.0,240.0,434.6785885333331,1056.0
BL032,Trimethoprim,0.05,2.0,3.0,24651539.931935832,48171.0,951.0,240.0,505.1399752000001,985.0
BL032,Trimethoprim,0.005,2.0,1.0,14873.0346975,162.3,16.587743,185.0,0.49896910000000005,71.97
BL032,Trimethoprim,0.005,2.0,2.0,15067.2666825,171.2,16.231118000000002,190.0,0.4977271999999992,73.87
BL032,Trimethoprim,0.005,2.0,3.0,15118.4746975,165.4,16.558518,185.0,0.49983199999999994,72.39
BL032,Trimethoprim,50.0,3.0,1.0,71998728.581375,78914.0,8835.57895,930.0,274.80386,67904.0
BL032,Trimethoprim,50.0,3.0,2.0,64227087.5515,67424.0,5741.7742,910.0,859.4646400000001,56825.0
BL032,Trimethoprim,50.0,3.0,3.0,65586435.14275,71920.0,10606.09645,1065.0,-1368.9807100000003,67386.0
BL032,Trimethoprim,5.0,3.0,1.0,161471946.0125,230426.0,8651.0822,1255.0,320.8034399999997,186001.0
BL032,Trimethoprim,5.0,3.0,2.0,162756281.71058333,225727.0,5693.113733333333,1260.0,885.4976033333335,175210.0
BL032,Trimethoprim,5.0,3.0,3.0,170197649.2125,237760.0,10224.59775,1295.0,-1384.4804499999998,207232.0
BL032,Trimethoprim,0.5,3.0,1.0,31610239.244,57274.0,3166.0,510.0,345.40357000000006,3166.0
BL032,Trimethoprim,0.5,3.0,2.0,33088729.400333334,59510.0,3378.0,515.0,908.0320633333334,3378.0
BL032,Trimethoprim,0.5,3.0,3.0,33232074.805,60929.0,3063.0,505.0,-1398.07856,3063.0
BL032,Trimethoprim,0.05,3.0,1.0,32120444.1355,51799.0,2893.0,560.0,301.7037,2893.0
BL032,Trimethoprim,0.05,3.0,2.0,31082510.74675,53232.0,1014.0,555.0,936.8312099999999,1014.0
BL032,Trimethoprim,0.05,3.0,3.0,33032801.67775,59801.0,3013.0,555.0,-1317.87942,3013.0
BL032,Trimethoprim,0.005,3.0,1.0,18803.77775,103.7,0.1693,205.0,0.008139999999999998,30.23
BL032,Trimethoprim,0.005,3.0,2.0,18723.094125,106.0,0.17925000000000002,200.0,0.006469999999999998,28.35
BL032,Trimethoprim,0.005,3.0,3.0,18371.96175,106.8,0.2175,200.0,0.00872,27.91
BL032,Trimethoprim,50.0,4.0,1.0,75664727.212375,78914.0,8835.59535,930.0,274.80003,67904.0
BL032,Trimethoprim,50.0,4.0,2.0,68101129.72308333,67424.0,5741.793633333334,910.0,859.4604833333333,56825.0
BL032,Trimethoprim,50.0,4.0,3.0,68967989.67325,71920.0,10606.10245,1065.0,-1368.97951,67386.0
BL032,Trimethoprim,5.0,4.0,1.0,170902277.086875,230426.0,8651.09375,1255.0,320.80067999999994,186001.0
BL032,Trimethoprim,5.0,4.0,2.0,172828670.18358332,225727.0,5693.132533333333,1260.0,885.4938533333334,175210.0
BL032,Trimethoprim,5.0,4.0,3.0,180151443.27275,237760.0,10224.60165,1295.0,-1384.47967,207232.0
BL032,Trimethoprim,0.5,4.0,1.0,38537906.272125,74494.0,3166.0,275.0,345.40009000000026,3166.0
BL032,Trimethoprim,0.5,4.0,2.0,40108880.380833335,73340.0,3378.0,275.0,908.0287833333334,3378.0
BL032,Trimethoprim,0.5,4.0,3.0,40829579.38875,80232.0,3063.0,275.0,-1398.0799900000002,3063.0
BL032,Trimethoprim,0.05,4.0,1.0,37985473.831,59374.0,2893.0,275.0,301.70118,2893.0
BL032,Trimethoprim,0.05,4.0,2.0,37694222.59758333,70355.0,1014.0,260.0,936.8270133333332,1014.0
BL032,Trimethoprim,0.05,4.0,3.0,39842484.9065,71550.0,3013.0,260.0,-1317.8782800000001,3013.0
BL032,Trimethoprim,0.005,4.0,1.0,5705.76275,58.5,0.1961,200.0,0.004599999999999998,37.73
BL032,Trimethoprim,0.005,4.0,2.0,5692.603625,58.28,0.19605,200.0,0.002510000000000001,37.08
BL032,Trimethoprim,0.005,4.0,3.0,5777.328,59.11,0.2036,195.0,0.003939999999999999,37.38
BL032,Trimethoprim,50.0,5.0,1.0,6074699.471,22156.7912,14.0,85.0,54.80191999999988,17.0
BL032,Trimethoprim,50.0,5.0,2.0,6410413.1175833335,22150.29135,10.0,85.0,851.7282833333335,11.0
BL032,Trimethoprim,50.0,5.0,3.0,7115921.239,24938.0,14.0,0.0,-2375.77932,17.0
BL032,Trimethoprim,5.0,5.0,1.0,6121000.439375,21491.26525,7.0,85.0,79.70327999999972,19.0
BL032,Trimethoprim,5.0,5.0,2.0,6621710.057666667,22545.31275,10.0,85.0,846.3972766666668,12.0
BL032,Trimethoprim,5.0,5.0,3.0,7340109.0525,24313.0,7.0,0.0,-2366.78017,12.0
BL032,Trimethoprim,0.5,5.0,1.0,6683857.58475,22073.6855,9.0,90.0,95.60553999999975,9.0
BL032,Trimethoprim,0.5,5.0,2.0,7165988.2575,22464.02,9.0,120.0,846.6311599999999,9.0
BL032,Trimethoprim,0.5,5.0,3.0,7582974.13425,24729.0,5.0,0.0,-2350.97948,13.0
BL032,Trimethoprim,0.05,5.0,1.0,6875578.746625,21855.23,6.0,140.0,35.60328000000008,11.0
BL032,Trimethoprim,0.05,5.0,2.0,7262774.895666666,22902.61,7.0,125.0,814.5652066666668,13.0
BL032,Trimethoprim,0.05,5.0,3.0,12535779.962749999,25534.0,2177.0,0.0,-2405.57896,2217.0
BL032,Trimethoprim,0.005,5.0,1.0,15302.420250000001,84.51,0.1853,190.0,0.008340000000000004,28.25
BL032,Trimethoprim,0.005,5.0,2.0,15069.033,83.38,0.17559999999999998,190.0,0.009520000000000006,28.12
BL032,Trimethoprim,0.005,5.0,3.0,15175.6205,83.0,0.2064,185.0,0.006559999999999999,28.62
BL032,Trimethoprim,50.0,6.0,1.0,13442.015000000001,42.63,8.359,695.0,0.40599999999999953,42.63
BL032,Trimethoprim,50.0,6.0,2.0,2845.679,20.11,0.8523,5.0,0.0740000000000002,2.895
BL032,Trimethoprim,50.0,6.0,3.0,13051.545,39.27,8.323,695.0,0.3920000000000002,39.27
BL032,Trimethoprim,5.0,6.0,1.0,23923.775,80.13,16.39,695.0,0.43200000000000005,80.13
BL032,Trimethoprim,5.0,6.0,2.0,30739.675,98.68,20.13,695.0,0.46399999999999936,98.68
BL032,Trimethoprim,5.0,6.0,3.0,40395.1,122.7,21.64,695.0,0.43200000000000005,122.7
BL032,Trimethoprim,0.5,6.0,1.0,389119.2,1497.0,21.36,350.0,0.5800000000000004,271.2
BL032,Trimethoprim,0.5,6.0,2.0,377123.325,1482.0,20.83,350.0,0.5960000000000001,248.2
BL032,Trimethoprim,0.5,6.0,3.0,355483.0,1493.0,21.74,330.0,0.6200000000000003,215.0
BL032,Trimethoprim,0.05,6.0,1.0,45018.225,242.2,21.54,220.0,0.6579999999999998,24.49
BL032,Trimethoprim,0.05,6.0,2.0,42997.6,241.4,21.24,220.0,0.704,21.32
BL032,Trimethoprim,0.05,6.0,3.0,43463.775,241.8,20.21,220.0,0.6759999999999998,20.37
BL032,Trimethoprim,0.005,6.0,1.0,49884.9,207.6,21.67,230.0,0.6259999999999998,46.11
BL032,Trimethoprim,0.005,6.0,2.0,47818.775,205.0,21.94,225.0,0.6519999999999996,43.57
BL032,Trimethoprim,0.005,6.0,3.0,47101.225,204.6,21.98,230.0,0.6560000000000002,40.47
BL032,Metaldehyde,500.0,1.0,1.0,18171080.0,85336.0,939.0,80.0,1098.4,939.0
BL032,Metaldehyde,500.0,1.0,2.0,15825687.5,74396.0,812.0,70.0,1089.8,812.0
BL032,Metaldehyde,500.0,1.0,3.0,16931725.0,79454.0,1064.0,75.0,1027.8,1100.0
BL032,Metaldehyde,500.0,1.0,4.0,17408577.5,81011.0,1293.0,80.0,943.0,1293.0
BL032,Metaldehyde,50.0,1.0,1.0,16937555.0,78710.0,1212.0,70.0,1266.8,1212.0
BL032,Metaldehyde,50.0,1.0,2.0,17545462.5,75286.0,3857.0,80.0,945.4,3863.0
BL032,Metaldehyde,50.0,1.0,3.0,16147800.0,79654.0,806.0,70.0,1018.4,806.0
BL032,Metaldehyde,50.0,1.0,4.0,16429695.0,81070.0,926.0,75.0,991.4,944.0
BL032,Metaldehyde,5.0,1.0,1.0,17317670.0,74420.0,4083.0,75.0,1119.2,4104.0
BL032,Metaldehyde,5.0,1.0,2.0,17472362.5,74797.0,4069.0,80.0,935.2,4082.0
BL032,Metaldehyde,5.0,1.0,3.0,17993442.5,76073.0,3684.0,65.0,1021.6,3684.0
BL032,Metaldehyde,5.0,1.0,4.0,16748572.5,82694.0,809.0,70.0,972.0,809.0
BL032,Metaldehyde,0.5,1.0,1.0,17870137.5,76453.0,3773.0,75.0,1104.2,3834.0
BL032,Metaldehyde,0.5,1.0,2.0,17501542.5,73903.0,3790.0,75.0,1037.6,3805.0
BL032,Metaldehyde,0.5,1.0,3.0,19103200.0,82219.0,3884.0,75.0,977.0,3889.0
BL032,Metaldehyde,0.5,1.0,4.0,17460930.0,67977.0,260.0,75.0,861.4,260.0
BL032,Metaldehyde,0.05,1.0,1.0,17346607.5,73290.0,4243.0,75.0,1219.6,4493.0
BL032,Metaldehyde,0.05,1.0,2.0,17797535.0,74105.0,4429.0,75.0,1007.2,4457.0
BL032,Metaldehyde,0.05,1.0,3.0,18805522.5,78916.0,4314.0,75.0,1066.0,4314.0
BL032,Metaldehyde,0.05,1.0,4.0,15526242.5,77806.0,471.0,70.0,955.6,484.0
BL032,Metaldehyde,500.0,2.0,1.0,22283002.5,97823.0,1250.0,105.0,661.0,1250.0
BL032,Metaldehyde,500.0,2.0,2.0,21529342.5,81143.0,1696.0,105.0,753.4,1700.0
BL032,Metaldehyde,500.0,2.0,3.0,21727470.0,83921.0,1747.0,105.0,783.6,1747.0
BL032,Metaldehyde,500.0,2.0,4.0,22138782.5,85400.0,1451.0,105.0,446.6,1451.0
BL032,Metaldehyde,50.0,2.0,1.0,21618487.5,94790.0,1726.0,100.0,564.6,1726.0
BL032,Metaldehyde,50.0,2.0,2.0,20721645.0,91874.0,1075.0,105.0,635.0,1108.0
BL032,Metaldehyde,50.0,2.0,3.0,20952312.5,87751.0,1164.0,105.0,639.6,1164.0
BL032,Metaldehyde,50.0,2.0,4.0,22245830.0,90022.0,1264.0,105.0,554.2,1264.0
BL032,Metaldehyde,5.0,2.0,1.0,23611757.5,93392.0,4926.0,105.0,763.2,5034.0
BL032,Metaldehyde,5.0,2.0,2.0,22657797.5,94871.0,3654.0,100.0,764.0,3881.0
BL032,Metaldehyde,5.0,2.0,3.0,21848245.0,90327.0,1266.0,100.0,805.8,1270.0
BL032,Metaldehyde,5.0,2.0,4.0,22409570.0,91182.0,1098.0,100.0,634.0,1098.0
BL032,Metaldehyde,0.5,2.0,1.0,22835007.5,92503.0,4213.0,100.0,715.0,4449.0
BL032,Metaldehyde,0.5,2.0,2.0,22963517.5,89162.0,4369.0,95.0,681.6,4790.0
BL032,Metaldehyde,0.5,2.0,3.0,23310397.5,93156.0,1568.0,105.0,597.4,1568.0
BL032,Metaldehyde,0.5,2.0,4.0,22973145.0,95285.0,1060.0,100.0,610.6,1060.0
BL032,Metaldehyde,0.05,2.0,1.0,21693452.5,95091.0,1196.0,105.0,723.2,1196.0
BL032,Metaldehyde,0.05,2.0,2.0,23161280.0,93214.0,4267.0,105.0,692.6,4702.0
BL032,Metaldehyde,0.05,2.0,3.0,24260730.0,92224.0,4396.0,110.0,620.6,4778.0
BL032,Metaldehyde,0.05,2.0,4.0,25050742.5,92779.0,4427.0,110.0,569.2,4510.0
BL032,Metaldehyde,500.0,3.0,1.0,24902030.0,105048.0,1364.0,85.0,913.6,1364.0
BL032,Metaldehyde,500.0,3.0,2.0,23900750.0,98321.0,1247.0,90.0,713.4,1247.0
BL032,Metaldehyde,500.0,3.0,3.0,23990962.5,94211.0,1211.0,90.0,687.2,1219.0
BL032,Metaldehyde,500.0,3.0,4.0,25973187.5,103541.0,1065.0,95.0,637.0,1065.0
BL032,Metaldehyde,50.0,3.0,1.0,25508487.5,99187.0,4981.0,80.0,853.8,5001.0
BL032,Metaldehyde,50.0,3.0,2.0,24424310.0,95595.0,5041.0,85.0,658.2,5097.0
BL032,Metaldehyde,50.0,3.0,3.0,23387770.0,96483.0,1013.0,85.0,510.4,1033.0
BL032,Metaldehyde,50.0,3.0,4.0,22702107.5,89005.0,1166.0,90.0,526.8,1195.0
BL032,Metaldehyde,5.0,3.0,1.0,24969157.5,98817.0,5030.0,85.0,829.4,5030.0
BL032,Metaldehyde,5.0,3.0,2.0,24449252.5,96564.0,4954.0,90.0,595.4,5053.0
BL032,Metaldehyde,5.0,3.0,3.0,23750825.0,97362.0,983.0,90.0,408.0,983.0
BL032,Metaldehyde,5.0,3.0,4.0,27238107.5,99794.0,2468.0,95.0,422.2,2468.0
BL032,Metaldehyde,0.5,3.0,1.0,24785680.0,97293.0,4979.0,80.0,758.4,5066.0
BL032,Metaldehyde,0.5,3.0,2.0,24845025.0,98202.0,5028.0,85.0,761.2,5050.0
BL032,Metaldehyde,0.5,3.0,3.0,27142465.0,99675.0,4815.0,85.0,492.6,4873.0
BL032,Metaldehyde,0.5,3.0,4.0,27458107.5,99402.0,4687.0,90.0,458.8,4687.0
BL032,Metaldehyde,0.05,3.0,1.0,24491997.5,97031.0,5218.0,85.0,656.6,5237.0
BL032,Metaldehyde,0.05,3.0,2.0,24828072.5,97710.0,5100.0,85.0,646.2,5132.0
BL032,Metaldehyde,0.05,3.0,3.0,27269685.0,99941.0,4912.0,85.0,564.8,4974.0
BL032,Metaldehyde,0.05,3.0,4.0,27043677.5,98737.0,5069.0,90.0,288.2,5133.0
BL032,Metaldehyde,500.0,4.0,1.0,31192040.0,87125.0,4338.0,145.0,1339.8,4338.0
BL032,Metaldehyde,500.0,4.0,2.0,30648947.5,88735.0,3602.0,110.0,1280.0,3602.0
BL032,Metaldehyde,500.0,4.0,3.0,31774135.0,89788.0,3669.0,110.0,1329.8,3669.0
BL032,Metaldehyde,500.0,4.0,4.0,32076445.0,88261.0,4893.0,140.0,1275.4,4893.0
BL032,Metaldehyde,50.0,4.0,1.0,29410455.0,84785.0,3566.0,135.0,1461.2,3566.0
BL032,Metaldehyde,50.0,4.0,2.0,29681657.5,87580.0,3328.0,130.0,1333.2,3409.0
BL032,Metaldehyde,50.0,4.0,3.0,29820202.5,85440.0,3185.0,105.0,1348.8,3185.0
BL032,Metaldehyde,50.0,4.0,4.0,30226207.5,83925.0,3097.0,135.0,1253.4,3097.0
BL032,Metaldehyde,5.0,4.0,1.0,30045560.0,85750.0,3815.0,130.0,1343.2,3815.0
BL032,Metaldehyde,5.0,4.0,2.0,30418157.5,84858.0,5058.0,130.0,1259.0,5058.0
BL032,Metaldehyde,5.0,4.0,3.0,29469927.5,82433.0,3841.0,130.0,1156.2,3841.0
BL032,Metaldehyde,5.0,4.0,4.0,29229447.5,82989.0,3132.0,135.0,1235.6,3132.0
BL032,Metaldehyde,0.5,4.0,1.0,29563280.0,85276.0,3645.0,135.0,1438.8,3645.0
BL032,Metaldehyde,0.5,4.0,2.0,29484397.5,84817.0,3553.0,135.0,1302.0,3699.0
BL032,Metaldehyde,0.5,4.0,3.0,29459045.0,82092.0,3530.0,135.0,1262.0,3530.0
BL032,Metaldehyde,0.5,4.0,4.0,29257652.5,84158.0,3327.0,135.0,1311.6,3327.0
BL032,Metaldehyde,0.05,4.0,1.0,29040190.0,83584.0,4058.0,135.0,1417.0,4093.0
BL032,Metaldehyde,0.05,4.0,2.0,29000387.5,83576.0,3767.0,135.0,1315.6,3830.0
BL032,Metaldehyde,0.05,4.0,3.0,30970965.0,86361.0,3875.0,130.0,1364.4,3959.0
BL032,Metaldehyde,0.05,4.0,4.0,29879260.0,84592.0,3569.0,135.0,1359.8,3599.0
BL032,Metaldehyde,500.0,5.0,1.0,20198717.5,76335.0,839.0,85.0,1846.6,843.0
BL032,Metaldehyde,500.0,5.0,2.0,22864830.0,76040.0,3756.0,65.0,1648.0,3813.0
BL032,Metaldehyde,500.0,5.0,3.0,20858340.0,76307.0,941.0,70.0,1605.2,941.0
BL032,Metaldehyde,500.0,5.0,4.0,21790500.0,76556.0,1001.0,75.0,1561.6,1001.0
BL032,Metaldehyde,50.0,5.0,1.0,20448870.0,77415.0,1038.0,85.0,1761.0,1065.0
BL032,Metaldehyde,50.0,5.0,2.0,22808080.0,75275.0,4755.0,85.0,1634.6,4793.0
BL032,Metaldehyde,50.0,5.0,3.0,20264735.0,75932.0,1060.0,70.0,1577.8,1062.0
BL032,Metaldehyde,50.0,5.0,4.0,21061787.5,75584.0,940.0,75.0,1548.4,940.0
BL032,Metaldehyde,5.0,5.0,1.0,22921052.5,74982.0,4705.0,90.0,1765.8,4757.0
BL032,Metaldehyde,5.0,5.0,2.0,19629682.5,73314.0,765.0,90.0,1614.0,771.0
BL032,Metaldehyde,5.0,5.0,3.0,21361225.0,75066.0,1285.0,90.0,1582.2,1297.0
BL032,Metaldehyde,5.0,5.0,4.0,23688795.0,74483.0,4719.0,75.0,1531.2,4723.0
BL032,Metaldehyde,0.5,5.0,1.0,22491467.5,73346.0,4377.0,90.0,1759.6,4377.0
BL032,Metaldehyde,0.5,5.0,2.0,22773052.5,74919.0,4388.0,90.0,1691.4,4388.0
BL032,Metaldehyde,0.5,5.0,3.0,21798435.0,78771.0,861.0,90.0,1721.6,861.0
BL032,Metaldehyde,0.5,5.0,4.0,22370877.5,77922.0,1151.0,85.0,1674.4,1231.0
BL032,Metaldehyde,0.05,5.0,1.0,23266970.0,77371.0,4857.0,85.0,1837.6,4857.0
BL032,Metaldehyde,0.05,5.0,2.0,23076430.0,77236.0,4683.0,85.0,1765.2,4703.0
BL032,Metaldehyde,0.05,5.0,3.0,24927295.0,77970.0,4848.0,125.0,1744.2,4873.0
BL032,Metaldehyde,0.05,5.0,4.0,21634235.0,75262.0,675.0,130.0,1637.8,675.0
BL032,Boric Acid,500.0,1.0,1.0,8431950.0,28939.0,17.0,60.0,529.6,23.0
BL032,Boric Acid,500.0,1.0,2.0,14491972.5,27842.0,1709.0,60.0,478.4,1709.0
BL032,Boric Acid,500.0,1.0,3.0,9739922.5,29733.0,32.0,60.0,514.6,35.0
BL032,Boric Acid,500.0,1.0,4.0,12508037.5,31071.0,59.0,60.0,594.8,64.0
BL032,Boric Acid,50.0,1.0,1.0,12233197.5,25561.0,1479.0,60.0,448.0,1523.0
BL032,Boric Acid,50.0,1.0,2.0,8130432.5,28679.0,9.0,65.0,477.2,9.0
BL032,Boric Acid,50.0,1.0,3.0,8853577.5,29320.0,10.0,60.0,514.0,15.0
BL032,Boric Acid,50.0,1.0,4.0,15787865.0,29787.0,1884.0,65.0,556.6,1929.0
BL032,Boric Acid,5.0,1.0,1.0,7581022.5,27613.0,9.0,60.0,441.4,12.0
BL032,Boric Acid,5.0,1.0,2.0,8261030.0,27518.0,12.0,60.0,393.6,14.0
BL032,Boric Acid,5.0,1.0,3.0,13642260.0,29299.0,1616.0,60.0,470.8,1644.0
BL032,Boric Acid,5.0,1.0,4.0,9498645.0,30245.0,8.0,60.0,560.6,9.0
BL032,Boric Acid,0.5,1.0,1.0,9709350.0,28036.0,14.0,65.0,439.6,14.0
BL032,Boric Acid,0.5,1.0,2.0,8992920.0,29244.0,7.0,65.0,436.0,18.0
BL032,Boric Acid,0.5,1.0,3.0,9781612.5,30762.0,12.0,65.0,497.2,13.0
BL032,Boric Acid,0.5,1.0,4.0,9931735.0,30321.0,10.0,65.0,550.8,15.0
BL032,Boric Acid,0.05,1.0,1.0,8988460.0,29991.0,7.0,65.0,462.6,10.0
BL032,Boric Acid,0.05,1.0,2.0,9131227.5,29873.0,13.0,65.0,479.8,14.0
BL032,Boric Acid,0.05,1.0,3.0,10483470.0,31141.0,127.0,70.0,475.8,130.0
BL032,Boric Acid,0.05,1.0,4.0,15580515.0,28592.0,2674.0,70.0,458.8,2674.0
BL032,Boric Acid,500.0,2.0,1.0,12405895.0,43968.0,24.0,85.0,265.6,29.0
BL032,Boric Acid,500.0,2.0,2.0,13778220.0,46662.0,20.0,90.0,190.8,21.0
BL032,Boric Acid,500.0,2.0,3.0,15022077.5,49546.0,15.0,120.0,264.6,17.0
BL032,Boric Acid,500.0,2.0,4.0,16666440.0,51903.0,24.0,120.0,200.4,28.0
BL032,Boric Acid,50.0,2.0,1.0,11712370.0,44313.0,14.0,85.0,109.6,17.0
BL032,Boric Acid,50.0,2.0,2.0,12369032.5,44300.0,10.0,85.0,16.8,11.0
BL032,Boric Acid,50.0,2.0,3.0,13589447.5,46036.0,14.0,120.0,236.0,17.0
BL032,Boric Acid,50.0,2.0,4.0,18837275.0,47517.0,863.0,120.0,246.6,863.0
BL032,Boric Acid,5.0,2.0,1.0,11817305.0,42982.0,7.0,85.0,159.4,19.0
BL032,Boric Acid,5.0,2.0,2.0,12797412.5,45090.0,10.0,85.0,79.8,12.0
BL032,Boric Acid,5.0,2.0,3.0,14107387.5,47104.0,7.0,125.0,129.0,12.0
