strain,chemical,concentration,experiment,replicate,peak_to_baseline_ratio,fold_change,max_derivative,min_derivative,signal_decay_rate,auc_early,auc_mid,auc_late
BL031,Trimethoprim,0.5,4.0,3.0,3.023479415670651,-0.9581938911022576,821.2,-378.0,-48.38793103448276,16951207.5,11217085.0,6975877.5
BL031,Trimethoprim,0.5,4.0,4.0,2.566358386930191,-0.9496737242382987,1043.4,-457.2,-40.60151515151515,15989232.5,8951845.0,5159510.0
BL031,Trimethoprim,0.05,4.0,1.0,4.178831910442698,-0.8411827896194946,872.8,-514.2,-60.51234042553192,19582670.0,19080012.5,17564397.5
BL031,Trimethoprim,0.05,4.0,2.0,4.371177582564217,-0.8591126431669076,837.4,-414.0,-65.30987124463519,21123062.5,20281102.5,16593015.0
BL031,Trimethoprim,0.05,4.0,3.0,3.2416040653999114,-0.95929076447194,813.0,-402.0,-49.52905982905983,17464080.0,10883137.5,6532060.0
BL031,Trimethoprim,0.05,4.0,4.0,2.6333385735995387,-0.9491694178064246,903.8,-353.2,-37.47680608365019,15124600.0,9133415.0,4470567.5
BL031,Trimethoprim,500.0,5.0,1.0,1.7272727272727273,-0.9318181818181818,3.6,-2.8,-0.05270758122743682,15975.0,5992.5,2485.0
BL031,Trimethoprim,500.0,5.0,2.0,2.260869565217391,-0.9937888198757764,11.0,-6.0,-0.26115107913669067,65352.5,9892.5,3310.0
BL031,Trimethoprim,500.0,5.0,3.0,1.7863018363764964,-0.9978780813664108,2657.0,-1660.2,-102.80377358490566,29309405.0,20895235.0,8032485.0
BL031,Trimethoprim,500.0,5.0,4.0,2.506062815630992,-0.9948958924086527,1087.0,-1646.0,-69.11044776119402,18749362.5,9482317.5,9799860.0
BL031,Trimethoprim,50.0,5.0,1.0,1.8425671389300065,-0.9969338126453796,2099.6,-2008.4,-91.91396226415094,26821742.5,12817117.5,1957267.5
BL031,Trimethoprim,50.0,5.0,2.0,1.9739948414504627,-0.9984827795478683,1957.0,-1837.6,-98.1177358490566,28453572.5,12930535.0,1731527.5
BL031,Trimethoprim,50.0,5.0,3.0,1.9661774961341378,-0.998590097328765,1953.4,-1900.2,-97.81132075471699,28274905.0,12874080.0,1888207.5
BL031,Trimethoprim,50.0,5.0,4.0,1.7561633281972264,-0.9986874393654055,1688.4,-1849.6,-93.18257575757576,25219657.5,15837415.0,6594352.5
BL031,Trimethoprim,5.0,5.0,1.0,1.5526168771886795,-0.9978607148210222,1600.6,-1482.8,-85.8777358490566,26671380.0,9612895.0,1478300.0
BL031,Trimethoprim,5.0,5.0,2.0,1.7477605594569632,-0.9975369819232066,1597.8,-1458.0,-89.84528301886793,26887145.0,11492665.0,1990902.5
BL031,Trimethoprim,5.0,5.0,3.0,1.7154574845058095,-0.9983764629480609,2161.0,-1498.6,-91.27518796992481,28646095.0,9979367.5,1325972.5
BL031,Trimethoprim,5.0,5.0,4.0,1.6870027635876392,-0.9069033860927337,2161.8,-1572.6,-85.86240601503759,26881515.0,12150690.0,7336570.0
BL031,Trimethoprim,0.5,5.0,1.0,1.4357371621308002,-0.9943217860845079,1506.6,-1248.0,-69.7577358490566,20753922.5,9738997.5,2261480.0
BL031,Trimethoprim,0.5,5.0,2.0,1.490905987150439,-0.9969583165213073,1399.6,-1664.2,-72.35849056603773,21398815.0,10203782.5,1982607.5
BL031,Trimethoprim,0.5,5.0,3.0,1.5351371721435032,-0.997482665058788,1749.2,-1308.6,-76.44661654135338,23275000.0,10232425.0,2101907.5
BL031,Trimethoprim,0.5,5.0,4.0,1.5552018260451705,-0.9874759730898607,1859.0,-1302.6,-77.2406015037594,23219130.0,11178407.5,4795297.5
BL031,Trimethoprim,0.05,5.0,1.0,1.3405924895238404,-0.9928972446486644,919.8,-1101.8,-59.081720430107524,17982047.5,8750437.5,2202590.0
BL031,Trimethoprim,0.05,5.0,2.0,1.4012711252347247,-0.9951209334424703,1493.8,-1329.6,-62.369175627240146,19462550.0,8282685.0,2142077.5
BL031,Trimethoprim,0.05,5.0,3.0,1.4694336303366944,-0.9947386424720236,1516.6,-1102.8,-67.58421052631579,20721912.5,8336447.5,2399235.0
BL031,Trimethoprim,0.05,5.0,4.0,1.5456991830850553,-0.9983661701105238,1167.8,-882.6,-72.47819548872181,21499950.0,10853302.5,7519687.5
BL031,DEET,500.0,5.0,1.0,1.0,-0.868421052631579,2.0,-2.8,-0.022916666666666665,3987.5,1752.5,2932.5
BL031,DEET,500.0,5.0,2.0,1.9230769230769231,-1.0,1.8,-2.2,-0.017985611510791366,4392.5,2077.5,2852.5
BL031,DEET,500.0,5.0,3.0,1.0,-1.0,6.0,-19.0,-0.20694444444444443,18175.0,3602.5,4587.5
BL031,DEET,500.0,5.0,4.0,3.6196843753764605,-0.9956631731116733,1212.2,-772.4,-43.18129496402878,11050852.5,4449762.5,3555890.0
BL031,DEET,50.0,5.0,1.0,4.239718083682755,-0.883664912124186,946.6,-813.0,-33.49202898550725,8308732.5,2635912.5,2920962.5
BL031,DEET,50.0,5.0,2.0,3.8676602756141403,-0.774266027561414,1085.8,-879.8,-35.109747292418774,9182765.0,2517132.5,2963077.5
BL031,DEET,50.0,5.0,3.0,3.9317465583015427,-0.9927848731132858,968.8,-732.6,-34.16750902527076,8391445.0,3809167.5,4302535.0
BL031,DEET,50.0,5.0,4.0,4.390968986019605,-0.9048690342278644,1113.0,-693.8,-38.60361010830325,10444460.0,3164552.5,3119887.5
BL031,DEET,5.0,5.0,1.0,3.6929154367077617,-0.8023094287202639,1042.2,-723.8,-28.962589928057554,7017472.5,1654450.0,2226040.0
BL031,DEET,5.0,5.0,2.0,3.6689826302729527,-0.9101736972704715,985.6,-678.0,-31.13093525179856,7599602.5,1798485.0,2216232.5
BL031,DEET,5.0,5.0,3.0,3.5760361099712763,-0.8909314731226918,864.2,-691.0,-30.392086330935253,7655145.0,1779227.5,2430477.5
BL031,DEET,5.0,5.0,4.0,4.103174603174603,-0.908816425120773,975.0,-571.4,-33.579061371841156,8790310.0,2077285.0,2315857.5
BL031,DEET,0.5,5.0,1.0,3.806566270694977,-0.8900944719857824,977.0,-715.6,-28.432374100719425,6725717.5,1567220.0,2043892.5
BL031,DEET,0.5,5.0,2.0,3.701713465506414,-0.8935139499416883,891.0,-574.4,-28.831654676258992,7199635.0,1799690.0,2332440.0
BL031,DEET,0.5,5.0,3.0,3.032686328879926,-0.883959331148643,830.6,-451.6,-25.152898550724636,6823697.5,1830455.0,2484857.5
BL031,DEET,0.5,5.0,4.0,3.935478641484964,-0.9092972359568777,961.8,-590.4,-34.124460431654676,8468925.0,1864930.0,2181535.0
BL031,DEET,0.05,5.0,1.0,3.703935366171488,-0.9900964295022153,1011.4,-721.4,-30.59136690647482,6534560.0,2028112.5,3114215.0
BL031,DEET,0.05,5.0,2.0,4.117304639266185,-0.8968071970365143,1031.8,-542.2,-32.742446043165465,7592400.0,1702962.5,2321697.5
BL031,DEET,0.05,5.0,3.0,3.471652593486128,-0.889109081509564,907.6,-565.2,-28.162454873646208,7073195.0,1941617.5,2525890.0
BL031,DEET,0.05,5.0,4.0,3.687757455923546,-0.9123414071510957,900.8,-521.2,-31.550902527075813,7931927.5,1934640.0,2340937.5
BL031,DEET,500.0,4.0,1.0,1.0,-0.9899497487437185,1.8,-5.6,-0.13680555555555557,17622.5,3310.0,2480.0
BL031,DEET,500.0,4.0,2.0,1.0,-0.9974226804123711,9.2,-7.2,-0.26875,48432.5,3550.0,2805.0
BL031,DEET,500.0,4.0,3.0,1.0383795309168444,-0.9936034115138592,7.2,-9.2,-0.3457142857142857,57962.5,4045.0,3567.5
BL031,DEET,500.0,4.0,4.0,1.204165444411851,-0.7931944851862717,110.0,-36.6,-4.839857651245552,2153530.0,1215222.5,2701797.5
BL031,DEET,50.0,4.0,1.0,6.047625303816593,-0.8230309400249622,761.6,-675.0,-70.09333333333333,20449545.0,7935205.0,3819407.5
BL031,DEET,50.0,4.0,2.0,7.0502531888981474,-0.9769886545734248,917.8,-963.6,-84.9860465116279,23787282.5,7940482.5,5146245.0
BL031,DEET,50.0,4.0,3.0,7.284769062760969,-0.973469518853986,1020.6,-1008.6,-87.25019305019305,24066837.5,8100815.0,5118667.5
BL031,DEET,50.0,4.0,4.0,8.355574107372206,-0.7425507320832263,1254.2,-2071.2,-98.13540856031129,27311927.5,8214917.5,5771072.5
BL031,DEET,5.0,4.0,1.0,5.930694434866561,-0.7800151713674919,1175.4,-787.4,-62.97414448669201,17608925.0,4351375.0,3148117.5
BL031,DEET,5.0,4.0,2.0,6.986646672379321,-0.7697800628391888,945.8,-752.0,-72.7823076923077,20502105.0,4621442.5,2945902.5
BL031,DEET,5.0,4.0,3.0,7.965480350902218,-0.8347478781827259,1246.0,-848.8,-85.11050583657588,24575157.5,6243607.5,2367250.0
BL031,DEET,5.0,4.0,4.0,8.19775371038909,-0.8231715469982618,1232.4,-928.2,-93.36731517509727,27043255.0,6550107.5,2730640.0
BL031,DEET,0.5,4.0,1.0,6.007578676942839,-0.8692999357739242,1362.6,-776.0,-69.58403041825095,20336932.5,5045750.0,1949795.0
BL031,DEET,0.5,4.0,2.0,6.411892819429778,-0.8536166842661035,1226.0,-749.2,-72.19391634980988,20746640.0,5019977.5,2166162.5
BL031,DEET,0.5,4.0,3.0,6.7815903020341075,-0.8505581809465105,1010.2,-650.6,-73.9206106870229,21874410.0,5285352.5,2229995.0
BL031,DEET,0.5,4.0,4.0,7.706333028748155,-0.7771842271736839,1229.0,-785.4,-82.85447470817121,23790992.5,5684637.5,3411062.5
BL031,DEET,0.05,4.0,1.0,5.043647857959513,-0.8393974039948887,857.4,-755.4,-55.6367816091954,15783447.5,4113680.0,3058075.0
BL031,DEET,0.05,4.0,2.0,6.365960604425256,-0.8510523475445224,1261.0,-673.8,-70.08441064638784,19810655.0,4841465.0,2320510.0
BL031,DEET,0.05,4.0,3.0,6.575196636832112,-0.8302142663411988,1033.6,-834.2,-72.11221374045802,21252385.0,5060770.0,3064685.0
BL031,DEET,0.05,4.0,4.0,7.03431997958663,-0.8102832355192651,1072.0,-782.4,-83.4988326848249,23611677.5,4933857.5,2903230.0
BL031,DEET,500.0,3.0,1.0,1.0,-0.9969788519637462,3.2,-21.8,-0.22916666666666666,11452.5,3222.5,3215.0
BL031,DEET,500.0,3.0,2.0,1.0,-0.9975062344139651,3.0,-36.6,-0.5555555555555556,34610.0,4090.0,3570.0
BL031,DEET,500.0,3.0,3.0,1.0,-0.9959183673469387,2.4,-40.2,-0.6777777777777778,49202.5,5000.0,4222.5
BL031,DEET,500.0,3.0,4.0,1.0,-0.8319223818129934,44.6,-191.2,-6.073611111111111,2204735.0,1090925.0,1849005.0
BL031,DEET,50.0,3.0,1.0,2.5295736254693204,-0.9933137890243275,1564.4,-1147.6,-73.76315789473684,24699845.0,8984457.5,5754797.5
BL031,DEET,50.0,3.0,2.0,3.031165382212039,-0.8861955842532806,1449.4,-1083.8,-83.93258426966293,27685150.0,9864845.0,5975977.5
BL031,DEET,50.0,3.0,3.0,3.012959281348943,-0.8891834180104558,1698.8,-1324.4,-88.57078651685393,28452722.5,10111352.5,5704755.0
BL031,DEET,50.0,3.0,4.0,3.852670117409418,-0.8854185077641712,2248.0,-1590.2,-110.89662921348315,35054337.5,10843995.0,5188425.0
BL031,DEET,5.0,3.0,1.0,2.3439773147577365,-0.8832449759585748,1475.0,-852.8,-68.95038167938931,22782855.0,5535890.0,3444920.0
BL031,DEET,5.0,3.0,2.0,2.528865783601576,-0.9211650761999716,1533.8,-1050.6,-77.31086142322097,24415615.0,5925947.5,3183840.0
BL031,DEET,5.0,3.0,3.0,2.451352850295131,-0.9395079824109654,1613.4,-873.4,-90.41573033707866,29179035.0,6700807.5,2449107.5
BL031,DEET,5.0,3.0,4.0,3.7562306006938107,-0.9335174365528573,2374.2,-1362.6,-121.10112359550561,38161650.0,7724997.5,2467260.0
BL031,DEET,0.5,3.0,1.0,2.3138487812451483,-0.9087615794648864,1381.4,-864.2,-64.5827067669173,20962892.5,4779507.5,2802990.0
BL031,DEET,0.5,3.0,2.0,2.760314967797729,-0.9440385972098951,1645.6,-638.2,-89.34736842105264,28085175.0,5835082.5,2002702.5
BL031,DEET,0.5,3.0,3.0,2.947114375655824,-0.9287163343826513,1673.2,-796.8,-92.38202247191012,29571645.0,6167170.0,2431525.0
BL031,DEET,0.5,3.0,4.0,3.4192554180323858,-0.9225820654566802,2041.8,-918.6,-102.3378277153558,32759310.0,7005710.0,2680607.5
BL031,DEET,0.05,3.0,1.0,2.5998817966903074,-0.8889694820545885,1346.4,-890.6,-70.72137404580153,22708775.0,5049777.5,2902730.0
BL031,DEET,0.05,3.0,2.0,2.843228834949166,-0.9218503054749605,1636.6,-645.2,-88.4679245283019,29045242.5,6710067.5,2605845.0
BL031,DEET,0.05,3.0,3.0,3.080247931936556,-0.9236407343687398,1678.6,-677.8,-95.83308270676692,30763932.5,6808510.0,2726715.0
BL031,DEET,0.05,3.0,4.0,3.461836725102223,-0.9204775109272924,1961.0,-879.8,-108.2187969924812,34682935.0,7671707.5,2900782.5
BL031,DEET,500.0,2.0,1.0,1.0,-0.9444444444444444,1.8,-4.4,-0.035416666666666666,5277.5,2670.0,3965.0
BL031,DEET,500.0,2.0,2.0,1.0,-0.9896193771626297,1.6,-21.0,-0.1986111111111111,9082.5,3212.5,5260.0
BL031,DEET,500.0,2.0,3.0,1.0,-0.9883720930232558,1.6,-12.6,-0.11805555555555555,7727.5,4045.0,6892.5
BL031,DEET,500.0,2.0,4.0,1.232904365379763,-0.6521574564723694,59.4,-221.6,-15.417582417582418,1298967.5,1848885.0,5321040.0
BL031,DEET,50.0,2.0,1.0,1.8074554294975689,-0.9966587707268421,1557.2,-1194.6,-52.24115523465704,11290265.0,4902220.0,7041652.5
BL031,DEET,50.0,2.0,2.0,1.7710972619534124,-0.9950194115243155,1420.4,-1067.8,-49.92563176895307,11238972.5,4879815.0,7814255.0
BL031,DEET,50.0,2.0,3.0,1.9977721756463622,-0.9941666178108695,1526.6,-1187.8,-49.063537906137185,11190947.5,4938760.0,7522175.0
BL031,DEET,50.0,2.0,4.0,2.2460134256679667,-0.9963649871315238,1993.8,-1566.8,-61.020216606498195,14089087.5,5035535.0,6621467.5
BL031,DEET,5.0,2.0,1.0,1.990351215746816,-0.8960136737056845,1518.0,-1454.0,-49.2273381294964,9964065.0,2516212.5,4539907.5
BL031,DEET,5.0,2.0,2.0,2.146008215752813,-0.8897422158718818,1557.2,-1421.6,-49.20071942446043,10316500.0,2459465.0,4827040.0
BL031,DEET,5.0,2.0,3.0,2.173633162057618,-0.8857167600023094,1435.6,-1332.2,-51.32374100719424,10975827.5,2706415.0,4498120.0
BL031,DEET,5.0,2.0,4.0,2.4185850561222955,-0.9718034365502092,1806.0,-1323.0,-57.35379061371841,12991312.5,2190070.0,2429987.5
BL031,DEET,0.5,2.0,1.0,1.8836532176599916,-0.881484342504011,1002.0,-1272.8,-42.58853046594982,9062395.0,2368032.5,4105100.0
BL031,DEET,0.5,2.0,2.0,2.1987938288920055,-0.9182608695652174,1591.4,-1136.4,-54.10250896057347,11645867.5,2523605.0,3878302.5
BL031,DEET,0.5,2.0,3.0,2.218743067220233,-0.9674515893892816,1580.0,-1189.2,-49.62661870503597,10946800.0,2096437.5,2632122.5
BL031,DEET,0.5,2.0,4.0,2.4420602160980938,-0.973260895957266,1702.8,-1215.4,-57.458483754512635,12920290.0,2245382.5,2497415.0
BL031,DEET,0.05,2.0,1.0,1.9358880556063656,-0.8882994939332968,1396.0,-1238.2,-42.893906810035844,8825792.5,2197935.0,4233687.5
BL031,DEET,0.05,2.0,2.0,2.2078633767288123,-0.976050334889385,1695.8,-1149.4,-54.18776978417266,11297217.5,1796482.5,2052337.5
BL031,DEET,0.05,2.0,3.0,2.4584526328893315,-0.9695008091622059,1489.0,-1295.2,-56.53260869565217,12951830.0,2527242.5,2787622.5
BL031,DEET,0.05,2.0,4.0,2.52377275562023,-0.9705401954087844,1799.4,-1283.4,-60.64332129963899,14107985.0,2650975.0,2909887.5
BL031,DEET,500.0,1.0,1.0,1.0,-0.9891304347826086,1.4,-3.2,-0.06319444444444444,10060.0,2445.0,3067.5
BL031,DEET,500.0,1.0,2.0,1.0,-0.9904761904761905,3.2,-3.2,-0.07222222222222222,12045.0,3317.5,4367.5
BL031,DEET,500.0,1.0,3.0,1.1795366795366795,-0.9980694980694981,18.2,-11.8,-0.43109540636042404,52457.5,2975.0,5205.0
BL031,DEET,500.0,1.0,4.0,1.0,-0.9966887417218543,5.6,-18.4,-0.6270833333333333,96635.0,4157.5,6015.0
BL031,DEET,50.0,1.0,1.0,1.690728317717285,-0.9981334663931548,1546.6,-954.0,-65.7453237410072,16068335.0,4369097.5,5462267.5
BL031,DEET,50.0,1.0,2.0,1.6231372480829087,-0.998695856300753,1272.4,-979.4,-67.34296028880867,17148780.0,4714637.5,5134147.5
BL031,DEET,50.0,1.0,3.0,1.592531199390302,-0.9977517385919786,982.6,-772.0,-60.26425992779783,15223102.5,4251832.5,6245812.5
BL031,DEET,50.0,1.0,4.0,1.693211611369938,-0.9980949506761982,893.8,-1226.2,-65.21309090909091,17247537.5,4649232.5,6476230.0
BL031,DEET,5.0,1.0,1.0,1.6255795600276215,-0.9646838315083358,1024.8,-640.0,-46.38992805755396,11239677.5,2418260.0,4476552.5
BL031,DEET,5.0,1.0,2.0,1.5463419168913266,-0.9948405689318583,883.4,-773.8,-47.70791366906475,11937275.0,2621982.5,4351507.5
BL031,DEET,5.0,1.0,3.0,1.7472764511068504,-0.9811312532682587,1062.6,-718.4,-57.27581227436823,15107187.5,1708515.0,1894782.5
BL031,DEET,5.0,1.0,4.0,1.8667131080924184,-0.9764077557181006,938.2,-921.0,-57.93722627737226,15677125.0,1946762.5,2197400.0
BL031,DEET,0.5,1.0,1.0,1.671899296556831,-0.9969147229421202,929.6,-586.0,-48.641726618705036,11588570.0,2259480.0,3451740.0
BL031,DEET,0.5,1.0,2.0,1.612564020090556,-0.8987059900536902,910.6,-807.0,-43.943165467625896,11386320.0,2253502.5,4063970.0
BL031,DEET,0.5,1.0,3.0,1.7122662790114793,-0.9696225374705499,871.0,-730.4,-48.62608695652174,12995672.5,1828560.0,2297522.5
BL031,DEET,0.5,1.0,4.0,1.8060854522619019,-0.9733642977321737,911.4,-828.2,-55.01172161172161,15025177.5,1919062.5,2319567.5
BL031,DEET,0.05,1.0,1.0,1.3413234301147874,-0.9102380148548278,1460.6,-1713.6,-42.51899641577061,10834225.0,2115815.0,3972135.0
BL031,DEET,0.05,1.0,2.0,1.577714161995718,-0.910101277394212,975.8,-592.0,-44.334767025089604,11476590.0,2235385.0,4117770.0
BL031,DEET,0.05,1.0,3.0,1.7593846153846153,-0.9784615384615385,900.4,-782.4,-55.05270758122744,14824560.0,1659125.0,1864900.0
BL031,DEET,0.05,1.0,4.0,1.8927261949195338,-0.9791863349946209,1023.8,-983.0,-62.69117647058823,16918210.0,1918595.0,2004072.5
BL031,Propoxur,500.0,1.0,1.0,1.0,-0.9038461538461539,3.0,-4.8,-0.03263888888888889,7442.5,6977.5,9222.5
BL031,Propoxur,500.0,1.0,2.0,1.0,-0.9230769230769231,3.0,-5.2,-0.06666666666666667,10642.5,6667.5,9310.0
BL031,Propoxur,500.0,1.0,3.0,1.0,-0.8630952380952381,5.0,-5.8,-0.10069444444444445,17012.5,14265.0,31285.0
BL031,Propoxur,500.0,1.0,4.0,9.235952081540804,1.806870077437289,1443.0,-1101.4,-160.55702479338842,17733732.5,28523760.0,63511822.5
BL031,Propoxur,50.0,1.0,1.0,2.161386507640701,-0.6739553567730981,668.2,-698.6,-40.473059360730595,14450812.5,14131200.0,15639752.5
BL031,Propoxur,50.0,1.0,2.0,2.262916913360963,-0.7700809157292283,843.2,-848.2,-37.323188405797104,16936945.0,12216847.5,12778212.5
BL031,Propoxur,50.0,1.0,3.0,2.291684669468557,-0.8069444989983896,842.0,-784.8,-41.90509803921569,17794955.0,9510370.0,10528080.0
BL031,Propoxur,50.0,1.0,4.0,1.8622921877298808,-0.77361335883478,787.0,-656.8,-32.22971014492754,14701725.0,11097577.5,9871715.0
BL031,Propoxur,5.0,1.0,1.0,1.6999110659382544,-0.9992377080421802,444.2,-547.2,-29.07391304347826,9873465.0,1000272.5,153020.0
BL031,Propoxur,5.0,1.0,2.0,1.7265081330316356,-0.9993169107287708,561.2,-467.0,-29.187003610108302,10426072.5,1285205.0,215215.0
BL031,Propoxur,5.0,1.0,3.0,1.742622605767207,-0.9992843611871185,593.2,-465.8,-29.87653429602888,10958167.5,1369037.5,221430.0
BL031,Propoxur,5.0,1.0,4.0,1.8842241307429333,-0.9994997081630952,623.4,-486.4,-36.29156626506024,12160372.5,1432312.5,188900.0
BL031,Propoxur,0.5,1.0,1.0,1.6045224817009411,-0.9993900313698153,431.8,-471.0,-26.579783393501806,8775282.5,854667.5,168605.0
BL031,Propoxur,0.5,1.0,2.0,1.6646837284943936,-0.999272447145425,416.8,-439.6,-28.072202166064983,9961395.0,919265.0,146237.5
BL031,Propoxur,0.5,1.0,3.0,1.6022323016720028,-0.923025613660619,474.6,-444.8,-24.855072463768117,9445547.5,3379575.0,2729675.0
BL031,Propoxur,0.5,1.0,4.0,1.6304805331462644,-0.9187565766397755,562.6,-421.2,-25.605072463768117,10329500.0,3753202.5,2837385.0
BL031,Propoxur,0.05,1.0,1.0,1.6142384105960266,-0.9990414778668526,441.0,-454.6,-26.831884057971013,9035510.0,1211822.5,331292.5
BL031,Propoxur,0.05,1.0,2.0,1.7049959675707798,-0.9995330871429178,493.8,-393.8,-28.9942238267148,9937480.0,1009895.0,191925.0
BL031,Propoxur,0.05,1.0,3.0,1.6699611719025769,-0.9995146487822096,542.8,-376.2,-27.418115942028987,9999900.0,1138762.5,272130.0
BL031,Propoxur,0.05,1.0,4.0,1.6661563323977204,-0.9260015310028068,500.8,-331.4,-30.31417004048583,11224690.0,3550685.0,2367090.0
BL031,Propoxur,500.0,2.0,1.0,1.1714285714285715,-0.8571428571428571,2.6,-3.0,-0.03287671232876712,8247.5,10720.0,11047.5
BL031,Propoxur,500.0,2.0,2.0,1.0,-0.9166666666666666,2.6,-3.4,-0.030555555555555555,7697.5,10382.5,9780.0
BL031,Propoxur,500.0,2.0,3.0,1.0,-0.9494949494949495,3.2,-8.6,-0.06527777777777778,12237.5,24722.5,29720.0
BL031,Propoxur,500.0,2.0,4.0,10.038285957757624,-0.967496500091302,2015.0,-2918.2,-199.25454545454545,15144242.5,46777057.5,58424302.5
BL031,Propoxur,50.0,2.0,1.0,2.407630886489429,-0.7696216314309047,804.2,-585.8,-42.65866666666667,13126625.0,17031002.5,13671757.5
BL031,Propoxur,50.0,2.0,2.0,2.4443507588532882,-0.7455499344200862,805.0,-787.2,-41.55555555555556,12358830.0,16884785.0,12819610.0
BL031,Propoxur,50.0,2.0,3.0,2.059645888543227,-0.9832161923416676,1090.0,-1299.0,-38.26618705035971,14215537.5,10803702.5,7209875.0
BL031,Propoxur,50.0,2.0,4.0,1.8643151699563598,-0.8603114865676422,1063.6,-1017.0,-30.878853046594983,12432762.5,14580682.5,12077545.0
BL031,Propoxur,5.0,2.0,1.0,1.6391632154613995,-0.9992566634809388,680.6,-643.4,-22.120430107526882,6879427.5,1543880.0,348692.5
BL031,Propoxur,5.0,2.0,2.0,1.6286775934032374,-0.9180494757202484,805.2,-473.4,-21.78279569892473,7092675.0,5927215.0,3797065.0
BL031,Propoxur,5.0,2.0,3.0,1.4671897602244335,-0.9992548108534608,941.0,-593.6,-23.895714285714284,7970600.0,2155217.5,531532.5
BL031,Propoxur,5.0,2.0,4.0,1.542671658058096,-0.92384968961759,798.6,-556.0,-22.105714285714285,7835970.0,6016615.0,3787355.0
BL031,Propoxur,0.5,2.0,1.0,1.5419385899219,-0.9988766449128063,681.0,-624.2,-20.648028673835125,6381857.5,1902735.0,536505.0
BL031,Propoxur,0.5,2.0,2.0,1.5257896261953057,-0.9995170481985898,791.0,-594.6,-22.559285714285714,7009432.5,1158635.0,247552.5
BL031,Propoxur,0.5,2.0,3.0,1.5512566641279513,-0.9991876110687992,894.8,-586.0,-21.889605734767024,7333277.5,1628650.0,429385.0
BL031,Propoxur,0.5,2.0,4.0,1.5097252384099706,-0.9995751109432537,998.4,-735.0,-22.835714285714285,8102290.0,1267250.0,261277.5
BL031,Propoxur,0.05,2.0,1.0,1.658750416158029,-0.9970591499278659,664.4,-679.0,-21.46834532374101,7067727.5,2735412.5,926292.5
BL031,Propoxur,0.05,2.0,2.0,1.710279867915336,-0.9973474801061007,691.0,-621.6,-22.612903225806452,7826500.0,2313790.0,889805.0
BL031,Propoxur,0.05,2.0,3.0,1.549168245946515,-0.9984207201516109,750.6,-555.6,-20.998571428571427,7058670.0,1579622.5,688177.5
BL031,Propoxur,0.05,2.0,4.0,1.4766852256909921,-0.9242891230861006,840.2,-579.8,-20.20215053763441,7723970.0,5325665.0,3310692.5
BL031,Propoxur,500.0,3.0,1.0,3.0,-0.88,2.6,-2.2,-0.05714285714285714,16722.5,9857.5,5190.0
BL031,Propoxur,500.0,3.0,2.0,1.0,-0.9830508474576272,2.6,-11.0,-0.08055555555555556,18785.0,11157.5,5467.5
BL031,Propoxur,500.0,3.0,3.0,1.0,-0.9155844155844156,2.8,-11.8,-0.09791666666666667,17835.0,13497.5,15220.0
BL031,Propoxur,500.0,3.0,4.0,14.389820950232624,5.401804596080643,383.8,-238.4,-83.93925925925926,12044665.0,26416685.0,51582452.5
BL031,Propoxur,50.0,3.0,1.0,15.264906161767149,-0.6962298621491446,2040.8,-1497.8,-141.85984251968503,41223487.5,26639247.5,10776175.0
BL031,Propoxur,50.0,3.0,2.0,16.914728047182177,-0.788826998689384,2358.0,-1788.2,-160.56456692913386,43750415.0,27701150.0,9028415.0
BL031,Propoxur,50.0,3.0,3.0,14.849908566605711,-0.7281614854409902,2451.0,-1974.4,-163.20551181102363,44381585.0,27262457.5,9885665.0
BL031,Propoxur,50.0,3.0,4.0,10.847346368715083,-0.0808659217877095,3220.0,-1628.0,-111.94645669291339,33189105.0,23301067.5,21911307.5
BL031,Propoxur,5.0,3.0,1.0,8.60752809836313,-0.863242060798069,1261.4,-1379.6,-89.12460317460318,25459025.0,14370350.0,4620750.0
BL031,Propoxur,5.0,3.0,2.0,10.596711878339498,-0.8909987669543773,1891.8,-1331.4,-101.25634920634921,28104392.5,15174600.0,4213020.0
BL031,Propoxur,5.0,3.0,3.0,9.771890686001116,-0.8973786949247072,2026.2,-1234.0,-96.31666666666666,27837915.0,15772360.0,4241282.5
BL031,Propoxur,5.0,3.0,4.0,8.237925121463276,-0.5191483280937411,2499.2,-1239.6,-81.93811320754718,25836632.5,14526210.0,8092632.5
BL031,Propoxur,0.5,3.0,1.0,7.0036079817391945,-0.8790221633163979,1143.4,-1266.2,-73.89169960474308,21323885.0,11388772.5,3733697.5
BL031,Propoxur,0.5,3.0,2.0,8.735019865401767,-0.8765912592232222,1657.6,-1216.0,-84.29126984126984,24175002.5,13255602.5,4021022.5
BL031,Propoxur,0.5,3.0,3.0,8.795542949756888,-0.8786871961102107,1732.2,-1188.0,-84.95238095238095,25264922.5,14863685.0,4619190.0
BL031,Propoxur,0.5,3.0,4.0,8.053696105952637,-0.9774706686820701,2591.2,-1091.0,-88.5531746031746,26630052.5,13030247.5,2404075.0
BL031,Propoxur,0.05,3.0,1.0,8.270234291799786,-0.5870607028753994,1122.6,-1250.2,-69.98893280632412,20824680.0,13257837.5,6737550.0
BL031,Propoxur,0.05,3.0,2.0,7.515290618736665,-0.6782181418503912,1525.2,-1462.4,-87.95415019762846,25138252.5,15332727.5,6861725.0
