strain,chemical,concentration,experiment,replicate,peak_to_baseline_ratio,fold_change,max_derivative,min_derivative,signal_decay_rate,auc_early,auc_mid,auc_late
BL027,Propoxur,0.05,4.0,2.0,1.0,-0.9901960784313726,2.0,-6.6,-0.07013888888888889,3507.5,790.0,1635.0
BL027,Propoxur,0.05,4.0,3.0,1.0,-0.9805825242718447,0.8,-7.0,-0.07013888888888889,3782.5,910.0,1690.0
BL027,Propoxur,0.05,4.0,4.0,1.2663940205894797,-0.8988859117190805,110.8,-73.2,-5.881138790035587,2171005.0,671905.0,643605.0
BL027,Propoxur,500.0,5.0,1.0,1.0714285714285714,-0.7142857142857143,1.4,-1.2,-0.0077738515901060075,1730.0,622.5,1467.5
BL027,Propoxur,500.0,5.0,2.0,2.125,-0.5,3.0,-2.8,-0.009122807017543859,2005.0,705.0,1725.0
BL027,Propoxur,500.0,5.0,3.0,1.1363636363636365,-0.9090909090909091,2.6,-2.8,-0.01625441696113074,2927.5,800.0,1827.5
BL027,Propoxur,500.0,5.0,4.0,1.8783396226415094,-0.9544150943396227,446.6,-278.0,-17.407885304659498,3482312.5,619647.5,265645.0
BL027,Propoxur,50.0,5.0,1.0,2.6666666666666665,1.3333333333333333,0.6,-0.8,-0.1,727.5,615.0,1947.5
BL027,Propoxur,50.0,5.0,2.0,1.0,-0.9411764705882353,1.6,-1.8,-0.022222222222222223,1660.0,692.5,1317.5
BL027,Propoxur,50.0,5.0,3.0,1.0,-0.9622641509433962,1.6,-2.8,-0.035416666666666666,3625.0,890.0,1482.5
BL027,Propoxur,50.0,5.0,4.0,1.598188998364514,-0.9238501735210818,639.0,-456.4,-27.351971326164875,4941887.5,614952.5,436985.0
BL027,Propoxur,5.0,5.0,1.0,1.6666666666666667,-0.3333333333333333,0.6,-0.8,-0.002564102564102564,685.0,610.0,1152.5
BL027,Propoxur,5.0,5.0,2.0,1.2,-0.6,0.6,-0.8,-0.0027874564459930314,870.0,562.5,1275.0
BL027,Propoxur,5.0,5.0,3.0,1.6,-0.8,1.0,-1.0,-0.010071942446043165,1850.0,737.5,1322.5
BL027,Propoxur,5.0,5.0,4.0,1.6255052264808363,-0.9659233449477352,381.8,-229.0,-16.4294964028777,3323335.0,646057.5,276800.0
BL027,Propoxur,0.5,5.0,1.0,5.5,-0.5,1.8,-1.8,-0.029850746268656716,767.5,632.5,1237.5
BL027,Propoxur,0.5,5.0,2.0,1.6,-0.6,1.4,-1.4,-0.006417112299465241,885.0,700.0,1207.5
BL027,Propoxur,0.5,5.0,3.0,1.0,-0.9285714285714286,1.4,-1.2,-0.018055555555555554,2675.0,817.5,1487.5
BL027,Propoxur,0.5,5.0,4.0,1.354355921349114,-0.84400275135789,710.8,-757.2,-35.960142348754445,6476180.0,607370.0,1162860.0
BL027,Propoxur,0.05,5.0,1.0,1.7142857142857142,-0.7142857142857143,0.8,-1.2,-0.007194244604316547,1485.0,632.5,1360.0
BL027,Propoxur,0.05,5.0,2.0,1.4,-0.7,1.0,-1.0,-0.008,1632.5,657.5,1427.5
BL027,Propoxur,0.05,5.0,3.0,1.0,-0.8611111111111112,1.4,-1.8,-0.021527777777777778,3215.0,765.0,1467.5
BL027,Propoxur,0.05,5.0,4.0,1.562199105914718,-0.8838118982118295,607.2,-452.6,-24.114695340501793,4549700.0,638760.0,595822.5
BL027,Diazinon,500.0,1.0,1.0,1.3333333333333333,-0.6666666666666666,0.6,-0.6,-0.002097902097902098,460.0,385.0,725.0
BL027,Diazinon,500.0,1.0,2.0,1.0,-0.9565217391304348,1.0,-3.4,-0.030555555555555555,1562.5,480.0,882.5
BL027,Diazinon,500.0,1.0,3.0,1.0,-0.7210982658959537,9.8,-20.8,-0.34652777777777777,55670.0,8190.0,119462.5
BL027,Diazinon,500.0,1.0,4.0,1.0,-0.9663037843442198,13.2,-59.8,-2.588888888888889,249862.5,117280.0,439522.5
BL027,Diazinon,50.0,1.0,1.0,1.0,-0.75,0.8,-0.6,-0.0020833333333333333,447.5,395.0,805.0
BL027,Diazinon,50.0,1.0,2.0,1.0,-0.9824561403508771,1.6,-3.2,-0.03888888888888889,2390.0,410.0,855.0
BL027,Diazinon,50.0,1.0,3.0,12.134831460674157,6.674157303370786,15.8,-11.2,-1.6893617021276597,4182.5,1010.0,424537.5
BL027,Diazinon,50.0,1.0,4.0,1.0071803369235017,-0.9889533278099972,15.2,-65.8,-2.513588850174216,233540.0,161800.0,465272.5
BL027,Diazinon,5.0,1.0,1.0,1.0,-0.75,0.6,-0.6,-0.0020833333333333333,452.5,375.0,820.0
BL027,Diazinon,5.0,1.0,2.0,1.0,-1.0,0.8,-5.2,-0.04652777777777778,2460.0,422.5,810.0
BL027,Diazinon,5.0,1.0,3.0,1.0,-0.9838709677419355,2.8,-4.2,-0.08472222222222223,4592.5,447.5,1000.0
BL027,Diazinon,5.0,1.0,4.0,1.0114122681883024,-0.9997622444127438,12.2,-62.4,-2.9637630662020906,277872.5,72265.0,6010.0
BL027,Diazinon,0.5,1.0,1.0,1.4285714285714286,-0.8571428571428571,2.0,-1.8,-0.01978021978021978,375.0,392.5,792.5
BL027,Diazinon,0.5,1.0,2.0,1.0,-1.0,1.8,-2.8,-0.029861111111111113,1600.0,377.5,785.0
BL027,Diazinon,0.5,1.0,3.0,1.0,-0.9952380952380953,1.0,-13.0,-0.1451388888888889,7562.5,492.5,782.5
BL027,Diazinon,0.5,1.0,4.0,1.655289276204309,-0.9992737835875091,132.2,-154.6,-6.022026431718062,1056017.5,402120.0,87212.5
BL027,Diazinon,0.05,1.0,1.0,1.0,-0.972972972972973,0.6,-4.2,-0.025,782.5,435.0,792.5
BL027,Diazinon,0.05,1.0,2.0,1.0,-0.9978858350951374,2.0,-27.8,-0.3277777777777778,12807.5,410.0,827.5
BL027,Diazinon,0.05,1.0,3.0,1.0,-0.9964664310954063,2.4,-15.8,-0.19583333333333333,10010.0,482.5,857.5
BL027,Diazinon,0.05,1.0,4.0,1.0595594234430241,-0.9994560783247213,43.8,-90.2,-2.713588850174216,361922.5,64007.5,24792.5
BL027,Diazinon,500.0,2.0,1.0,2.0,0.0,0.6,-0.6,-0.00196078431372549,627.5,727.5,1290.0
BL027,Diazinon,500.0,2.0,2.0,1.25,-0.75,0.8,-0.8,-0.0039603960396039604,722.5,802.5,1332.5
BL027,Diazinon,500.0,2.0,3.0,69.33333333333333,68.33333333333333,5.4,-4.4,0.0,817.5,902.5,60007.5
BL027,Diazinon,500.0,2.0,4.0,4.3053892215568865,1.5089820359281436,12.0,-12.2,-0.4878048780487805,14257.5,183837.5,417565.0
BL027,Diazinon,50.0,2.0,1.0,5.0,1.0,0.6,-0.6,-0.003061224489795918,630.0,612.5,1260.0
BL027,Diazinon,50.0,2.0,2.0,5.333333333333333,-0.3333333333333333,2.8,-2.8,-0.02204724409448819,702.5,650.0,1360.0
BL027,Diazinon,50.0,2.0,3.0,27.0,20.8,4.8,-3.8,-0.15294117647058825,927.5,1490.0,57347.5
BL027,Diazinon,50.0,2.0,4.0,1.6428571428571428,-0.9571428571428572,5.4,-5.8,-0.33432835820895523,15347.5,36647.5,65680.0
BL027,Diazinon,5.0,2.0,1.0,2.0,-0.6666666666666666,1.0,-1.0,-0.09090909090909091,607.5,585.0,1242.5
BL027,Diazinon,5.0,2.0,2.0,10.0,0.0,3.8,-3.6,-0.01674418604651163,627.5,687.5,1305.0
BL027,Diazinon,5.0,2.0,3.0,1.0,-0.875,0.6,-0.6,-0.004861111111111111,787.5,727.5,1237.5
BL027,Diazinon,5.0,2.0,4.0,14.33695652173913,-0.9836956521739131,45.8,-69.4,-2.4976303317535544,141112.5,267275.0,31460.0
BL027,Diazinon,0.5,2.0,1.0,2.0,0.0,0.6,-0.6,-0.00202020202020202,595.0,675.0,1215.0
BL027,Diazinon,0.5,2.0,2.0,2.0,-0.3333333333333333,0.8,-1.0,-0.006666666666666667,625.0,622.5,1275.0
BL027,Diazinon,0.5,2.0,3.0,1.6666666666666667,-0.3333333333333333,0.6,-0.6,-0.0028169014084507044,755.0,775.0,1347.5
BL027,Diazinon,0.5,2.0,4.0,18.583815028901736,-0.5028901734104047,44.4,-65.0,-3.098019801980198,156270.0,480037.5,163625.0
BL027,Diazinon,0.05,2.0,1.0,1.3333333333333333,-0.3333333333333333,0.4,-0.6,-0.0015503875968992248,680.0,662.5,1285.0
BL027,Diazinon,0.05,2.0,2.0,2.0,-0.3333333333333333,0.8,-0.8,-0.003755868544600939,737.5,770.0,1410.0
BL027,Diazinon,0.05,2.0,3.0,1.0,-0.7692307692307693,0.8,-1.2,-0.006944444444444444,1165.0,1005.0,1575.0
BL027,Diazinon,0.05,2.0,4.0,21.790697674418606,2.0930232558139537,34.0,-62.4,-3.2,175302.5,634457.5,175755.0
BL027,Diazinon,500.0,3.0,1.0,2.0,-0.5,0.4,-0.6,-0.0034482758620689655,537.5,622.5,1087.5
BL027,Diazinon,500.0,3.0,2.0,5.0,-1.0,2.6,-2.8,-0.012396694214876033,582.5,702.5,1137.5
BL027,Diazinon,500.0,3.0,3.0,11.5,-0.75,9.2,-8.8,-0.13636363636363635,660.0,825.0,1327.5
BL027,Diazinon,500.0,3.0,4.0,1.0454545454545454,-0.8636363636363636,1.0,-1.4,-0.013937282229965157,2282.5,1190.0,1445.0
BL027,Diazinon,50.0,3.0,1.0,2.5,-1.0,0.8,-0.6,-0.029411764705882353,572.5,520.0,1032.5
BL027,Diazinon,50.0,3.0,2.0,4.5,0.0,1.4,-1.4,-0.006008583690987125,552.5,517.5,1040.0
BL027,Diazinon,50.0,3.0,3.0,2.0,-0.3333333333333333,0.8,-1.0,-0.004419889502762431,520.0,620.0,1152.5
BL027,Diazinon,50.0,3.0,4.0,1.0,-0.9629629629629629,2.0,-1.8,-0.018055555555555554,2967.5,665.0,1217.5
BL027,Diazinon,5.0,3.0,1.0,2.5,-0.5,0.8,-0.6,-0.013333333333333334,527.5,520.0,1040.0
BL027,Diazinon,5.0,3.0,2.0,2.5,0.0,0.8,-0.8,-0.004918032786885246,447.5,492.5,1130.0
BL027,Diazinon,5.0,3.0,3.0,7.0,1.0,1.2,-1.0,-0.022222222222222223,557.5,515.0,1055.0
BL027,Diazinon,5.0,3.0,4.0,1.032258064516129,-0.967741935483871,1.4,-1.8,-0.022627737226277374,3925.0,712.5,1247.5
BL027,Diazinon,0.5,3.0,1.0,1.25,-0.75,0.8,-0.8,-0.0027874564459930314,647.5,542.5,1032.5
BL027,Diazinon,0.5,3.0,2.0,1.3333333333333333,-0.3333333333333333,0.6,-0.8,-0.002185792349726776,552.5,540.0,1070.0
BL027,Diazinon,0.5,3.0,3.0,2.2,-0.6,1.8,-1.8,-0.008450704225352112,570.0,545.0,1067.5
BL027,Diazinon,0.5,3.0,4.0,1.4827586206896552,-0.8275862068965517,2.0,-2.0,-0.02724014336917563,6005.0,2107.5,4927.5
BL027,Diazinon,0.05,3.0,1.0,2.0,-0.5,0.8,-0.4,-0.003389830508474576,517.5,642.5,1047.5
BL027,Diazinon,0.05,3.0,2.0,2.3333333333333335,-0.3333333333333333,1.0,-1.2,-0.006493506493506494,520.0,695.0,1072.5
BL027,Diazinon,0.05,3.0,3.0,1.0,-0.6666666666666666,0.6,-0.8,-0.002777777777777778,550.0,682.5,1107.5
BL027,Diazinon,0.05,3.0,4.0,1.0,-0.8947368421052632,1.0,-1.4,-0.011805555555555555,1467.5,832.5,1722.5
BL027,Diazinon,500.0,4.0,1.0,5.0,1.0,0.6,-0.8,-0.00234375,730.0,687.5,1170.0
BL027,Diazinon,500.0,4.0,2.0,2.0833333333333335,0.5833333333333334,1.6,-1.4,-0.24,942.5,750.0,4730.0
BL027,Diazinon,500.0,4.0,3.0,78.38461538461539,71.61538461538461,11.6,-11.0,-0.234375,1072.5,29325.0,586040.0
BL027,Diazinon,500.0,4.0,4.0,9.272108843537415,7.863945578231292,14.2,-10.4,-4.0,9800.0,95205.0,794830.0
BL027,Diazinon,50.0,4.0,1.0,2.0,-0.5,0.6,-0.6,-0.002654867256637168,647.5,602.5,1202.5
BL027,Diazinon,50.0,4.0,2.0,1.0,-0.8333333333333334,1.0,-1.4,-0.006944444444444444,715.0,657.5,1462.5
BL027,Diazinon,50.0,4.0,3.0,3.210526315789474,1.2894736842105263,8.4,-6.6,-0.15217391304347827,8167.5,80490.0,190560.0
BL027,Diazinon,50.0,4.0,4.0,9.556962025316455,-0.9873417721518988,31.2,-31.6,-1.283404255319149,238145.0,58525.0,4600.0
BL027,Diazinon,5.0,4.0,1.0,1.0,-0.75,0.6,-0.6,-0.0020833333333333333,685.0,667.5,1240.0
BL027,Diazinon,5.0,4.0,2.0,1.0,-0.8181818181818182,0.6,-1.2,-0.00625,777.5,565.0,1330.0
BL027,Diazinon,5.0,4.0,3.0,1.0,-0.7777777777777778,1.8,-3.2,-0.014583333333333334,1455.0,1567.5,4265.0
BL027,Diazinon,5.0,4.0,4.0,17.60126582278481,-0.9683544303797469,46.8,-77.2,-2.546788990825688,420875.0,161052.5,9895.0
BL027,Diazinon,0.5,4.0,1.0,4.0,-0.5,1.2,-1.2,-0.0065116279069767444,635.0,672.5,1200.0
BL027,Diazinon,0.5,4.0,2.0,1.0,-0.9615384615384616,1.0,-2.4,-0.017361111111111112,905.0,577.5,1260.0
BL027,Diazinon,0.5,4.0,3.0,1.1111111111111112,-0.6666666666666666,1.4,-1.4,-0.004878048780487805,947.5,685.0,1287.5
BL027,Diazinon,0.5,4.0,4.0,33.391891891891895,-0.060810810810810814,84.2,-103.0,-4.467906976744186,651432.5,561015.0,230970.0
BL027,Diazinon,0.05,4.0,1.0,2.5,-0.5,0.8,-0.8,-0.0033333333333333335,717.5,712.5,1222.5
BL027,Diazinon,0.05,4.0,2.0,1.0,-0.9,0.6,-0.8,-0.00625,795.0,690.0,1217.5
BL027,Diazinon,0.05,4.0,3.0,1.0,-0.9259259259259259,1.4,-2.8,-0.017361111111111112,1155.0,742.5,1300.0
BL027,Diazinon,0.05,4.0,4.0,1.0,-0.875,1.0,-1.8,-0.009722222222222222,1045.0,852.5,1497.5
BL027,Diazinon,500.0,5.0,1.0,1.75,-0.5,0.8,-1.2,-0.004405286343612335,620.0,700.0,1160.0
BL027,Diazinon,500.0,5.0,2.0,2.7142857142857144,-0.7142857142857143,3.4,-3.6,-0.014912280701754385,752.5,810.0,1435.0
BL027,Diazinon,500.0,5.0,3.0,22.5,13.328947368421053,20.2,-15.6,-3.3567567567567567,14817.5,21235.0,784565.0
BL027,Diazinon,500.0,5.0,4.0,1.6920415224913494,-0.29411764705882354,9.0,-7.2,-1.0,44172.5,32572.5,256397.5
BL027,Diazinon,50.0,5.0,1.0,1.5,-0.6666666666666666,1.6,-1.2,-0.03783783783783784,580.0,532.5,1057.5
BL027,Diazinon,50.0,5.0,2.0,1.0625,-0.9375,3.2,-3.0,-0.05517241379310345,917.5,650.0,1160.0
BL027,Diazinon,50.0,5.0,3.0,13.1,8.3,5.4,-3.6,-0.2814814814814815,1027.5,800.0,49320.0
BL027,Diazinon,50.0,5.0,4.0,1.0,-0.9638157894736842,3.6,-6.0,-0.20347222222222222,38195.0,7220.0,23242.5
BL027,Diazinon,5.0,5.0,1.0,2.0,-0.5,1.4,-1.4,-0.00631578947368421,542.5,557.5,1065.0
BL027,Diazinon,5.0,5.0,2.0,2.2857142857142856,-0.8571428571428571,6.2,-6.0,-0.02531645569620253,960.0,505.0,1005.0
BL027,Diazinon,5.0,5.0,3.0,1.0,-0.9,0.6,-1.6,-0.0125,967.5,562.5,1170.0
BL027,Diazinon,5.0,5.0,4.0,1.0,-0.9945054945054945,3.8,-6.0,-0.2513888888888889,34165.0,11942.5,12587.5
BL027,Diazinon,0.5,5.0,1.0,3.0,-0.5,0.8,-1.0,-0.006211180124223602,605.0,570.0,1032.5
BL027,Diazinon,0.5,5.0,2.0,1.0,-0.9473684210526315,1.2,-2.2,-0.0125,885.0,570.0,1035.0
BL027,Diazinon,0.5,5.0,3.0,1.0,-0.9333333333333333,1.0,-1.4,-0.019444444444444445,2305.0,880.0,1145.0
BL027,Diazinon,0.5,5.0,4.0,13.546666666666667,-0.9093333333333333,50.4,-83.0,-5.484782608695652,133660.0,937087.5,329055.0
BL027,Diazinon,0.05,5.0,1.0,2.0,-0.6666666666666666,0.8,-0.8,-0.008928571428571428,580.0,650.0,1140.0
BL027,Diazinon,0.05,5.0,2.0,1.0,-1.0,0.6,-1.2,-0.008333333333333333,677.5,710.0,1232.5
BL027,Diazinon,0.05,5.0,3.0,1.0,-0.9444444444444444,2.2,-1.8,-0.035416666666666666,5030.0,1170.0,1482.5
BL027,Diazinon,0.05,5.0,4.0,8.624352331606218,-0.17098445595854922,42.6,-41.8,-3.4586206896551723,124597.5,764265.0,607602.5
BL027,Trimethoprim,500.0,1.0,1.0,47.0,11.416666666666666,10.6,-10.0,-1.3833333333333333,1097.5,655.0,198372.5
BL027,Trimethoprim,500.0,1.0,2.0,3.3457943925233646,1.588785046728972,8.8,-7.4,-0.3446808510638298,8025.0,37865.0,199960.0
BL027,Trimethoprim,500.0,1.0,3.0,1.0,-0.8175675675675675,5.4,-15.4,-0.2520833333333333,51700.0,45940.0,50427.5
BL027,Trimethoprim,500.0,1.0,4.0,13.03592561284869,5.824704142011834,700.6,-1356.2,-87.08592592592592,18911615.0,38355817.5,70248775.0
BL027,Trimethoprim,50.0,1.0,1.0,1.0,-0.47619047619047616,1.0,-2.0,-0.006944444444444444,880.0,462.5,1702.5
BL027,Trimethoprim,50.0,1.0,2.0,1.0,-0.9931972789115646,2.6,-7.6,-0.10138888888888889,8100.0,635.0,1220.0
BL027,Trimethoprim,50.0,1.0,3.0,1.0,-0.48074921956295524,11.2,-32.2,-0.32083333333333336,144295.0,140775.0,276730.0
BL027,Trimethoprim,50.0,1.0,4.0,1.3344498079006994,-0.9960595015269431,186.6,-168.4,-9.578723404255319,2986887.5,366660.0,319535.0
BL027,Trimethoprim,5.0,1.0,1.0,1.0,-0.9696969696969697,0.4,-3.2,-0.022222222222222223,1015.0,457.5,887.5
BL027,Trimethoprim,5.0,1.0,2.0,1.0,-0.9923076923076923,2.8,-11.6,-0.17916666666666667,11180.0,550.0,950.0
BL027,Trimethoprim,5.0,1.0,3.0,1.0,-1.0,3.6,-10.6,-0.24861111111111112,18732.5,697.5,1395.0
BL027,Trimethoprim,5.0,1.0,4.0,1.3119402985074626,-0.9968283582089552,267.6,-154.2,-9.880281690140846,2140050.0,401302.5,731802.5
BL027,Trimethoprim,0.5,1.0,1.0,1.0,-0.9875,2.0,-6.6,-0.05486111111111111,2377.5,555.0,830.0
BL027,Trimethoprim,0.5,1.0,2.0,1.0,-1.0,2.0,-6.4,-0.08819444444444445,4585.0,502.5,975.0
BL027,Trimethoprim,0.5,1.0,3.0,1.0,-0.9974554707379135,1.4,-21.6,-0.2722222222222222,15505.0,605.0,1185.0
BL027,Trimethoprim,0.5,1.0,4.0,1.3577754499571468,-0.995714693838682,225.0,-158.2,-10.04452296819788,2147102.5,579847.5,716460.0
BL027,Trimethoprim,0.05,1.0,1.0,1.0,-0.8333333333333334,1.0,-0.8,-0.006944444444444444,972.5,485.0,992.5
BL027,Trimethoprim,0.05,1.0,2.0,1.0,-0.9983136593591906,1.6,-33.4,-0.4111111111111111,18582.5,620.0,997.5
BL027,Trimethoprim,0.05,1.0,3.0,1.0,-0.997716894977169,1.0,-16.8,-0.3034722222222222,18690.0,765.0,1172.5
BL027,Trimethoprim,0.05,1.0,4.0,1.3008816357156257,-0.9969048958919527,237.0,-169.2,-9.744366197183098,2091220.0,372720.0,748307.5
BL027,Trimethoprim,500.0,2.0,1.0,128.33333333333334,127.33333333333333,13.6,-5.6,0.0,2390.0,4885.0,287425.0
BL027,Trimethoprim,500.0,2.0,2.0,708.4285714285714,707.4285714285714,52.6,-16.6,0.0,3050.0,41495.0,2934830.0
BL027,Trimethoprim,500.0,2.0,3.0,5.607142857142857,1.4642857142857142,5.8,-4.2,-0.11891891891891893,9347.5,36850.0,73965.0
BL027,Trimethoprim,500.0,2.0,4.0,11.91601360343043,3.131450539701316,442.8,-190.8,-63.050299401197606,12220285.0,27607720.0,37868855.0
BL027,Trimethoprim,50.0,2.0,1.0,3.5,0.0,1.0,-0.8,-0.009345794392523364,1092.5,1122.5,2245.0
BL027,Trimethoprim,50.0,2.0,2.0,1.75,-0.5,0.8,-1.0,-0.003484320557491289,1510.0,1342.5,2517.5
BL027,Trimethoprim,50.0,2.0,3.0,3.9224806201550386,1.2945736434108528,8.4,-7.8,-0.25301204819277107,103970.0,154100.0,238792.5
BL027,Trimethoprim,50.0,2.0,4.0,6.662878206112732,-0.5343265243434189,575.2,-439.6,-30.801526717557252,8950170.0,3883410.0,7608532.5
BL027,Trimethoprim,5.0,2.0,1.0,1.0,-0.6666666666666666,0.6,-0.6,-0.002777777777777778,1017.5,935.0,1512.5
BL027,Trimethoprim,5.0,2.0,2.0,1.4545454545454546,-0.8181818181818182,2.2,-2.2,-0.011428571428571429,1812.5,1122.5,1807.5
BL027,Trimethoprim,5.0,2.0,3.0,1.0,-0.631578947368421,2.2,-2.8,-0.016666666666666666,7760.0,4955.0,11760.0
BL027,Trimethoprim,5.0,2.0,4.0,4.00349533954727,-0.8526964047936085,392.4,-661.8,-28.780124223602485,2885915.0,5725515.0,10142532.5
BL027,Trimethoprim,0.5,2.0,1.0,2.0,0.0,1.0,-0.8,-0.002181818181818182,930.0,947.5,1967.5
BL027,Trimethoprim,0.5,2.0,2.0,1.1111111111111112,-0.7777777777777778,1.4,-1.2,-0.012030075187969926,1687.5,1112.5,1982.5
BL027,Trimethoprim,0.5,2.0,3.0,6.224390243902439,2.0195121951219512,21.2,-16.6,-1.752,255217.5,240092.5,709465.0
BL027,Trimethoprim,0.5,2.0,4.0,4.135003915426782,-0.5913860610806578,382.2,-253.6,-27.192,3083257.5,6651222.5,6449710.0
BL027,Trimethoprim,0.05,2.0,1.0,1.5,-0.625,1.2,-1.0,-0.006716417910447761,1690.0,1507.5,3185.0
BL027,Trimethoprim,0.05,2.0,2.0,1.2380952380952381,-0.8571428571428571,3.2,-4.0,-0.017624521072796936,2650.0,1885.0,3350.0
BL027,Trimethoprim,0.05,2.0,3.0,1.0,-0.7368421052631579,1.6,-2.0,-0.009722222222222222,3717.5,3572.5,5050.0
BL027,Trimethoprim,0.05,2.0,4.0,3.277807921866522,-0.8026767950804847,369.0,-458.6,-34.40808080808081,2657892.5,3111127.5,8214910.0
BL027,Trimethoprim,500.0,3.0,1.0,9.0,0.0,1.4,-1.2,-0.015458937198067632,2325.0,2710.0,3360.0
BL027,Trimethoprim,500.0,3.0,2.0,1.9,-0.5,1.6,-1.6,-0.013084112149532711,2772.5,2957.5,3782.5
BL027,Trimethoprim,500.0,3.0,3.0,5.0,1.0,1.2,-1.4,-0.008372093023255815,2525.0,2937.5,6355.0
BL027,Trimethoprim,500.0,3.0,4.0,88.18106995884774,35.76954732510288,172.4,-233.6,-16.769127516778525,4106375.0,5954475.0,10298895.0
BL027,Trimethoprim,50.0,3.0,1.0,3.0,0.0,0.8,-1.0,-0.004790419161676647,640.0,702.5,1362.5
BL027,Trimethoprim,50.0,3.0,2.0,1.0,-0.9230769230769231,0.8,-1.8,-0.008333333333333333,970.0,932.5,1552.5
BL027,Trimethoprim,50.0,3.0,3.0,2.75,-0.25,1.0,-1.2,-0.006201550387596899,2180.0,2000.0,3397.5
BL027,Trimethoprim,50.0,3.0,4.0,83.06987951807228,20.23132530120482,420.8,-278.0,-19.816988416988416,6942237.5,5454657.5,8607310.0
BL027,Trimethoprim,5.0,3.0,1.0,2.0,0.0,0.8,-0.8,-0.003821656050955414,687.5,675.0,1347.5
BL027,Trimethoprim,5.0,3.0,2.0,1.0,-0.7692307692307693,0.6,-0.8,-0.006944444444444444,1007.5,817.5,1700.0
BL027,Trimethoprim,5.0,3.0,3.0,1.0588235294117647,-0.6470588235294118,2.4,-3.0,-0.011320754716981131,2172.5,1835.0,3350.0
BL027,Trimethoprim,5.0,3.0,4.0,84.25079365079365,21.615873015873017,307.2,-161.6,-15.108949416342412,5809605.0,4642875.0,7017012.5
BL027,Trimethoprim,0.5,3.0,1.0,5.0,1.0,0.6,-0.6,-0.0064516129032258064,645.0,645.0,1447.5
BL027,Trimethoprim,0.5,3.0,2.0,2.0,-0.3333333333333333,1.0,-1.0,-0.005442176870748299,857.5,947.5,2042.5
BL027,Trimethoprim,0.5,3.0,3.0,4.0,-0.3333333333333333,1.4,-1.4,-0.014598540145985401,2125.0,1962.5,3965.0
BL027,Trimethoprim,0.5,3.0,4.0,84.46505376344086,21.239247311827956,373.2,-177.6,-17.874903474903476,6632377.5,5190802.5,8068787.5
BL027,Trimethoprim,0.05,3.0,1.0,1.4285714285714286,-0.2857142857142857,1.0,-1.0,-0.015151515151515152,1212.5,1487.5,4135.0
BL027,Trimethoprim,0.05,3.0,2.0,3.25,-0.25,2.0,-1.8,-0.029197080291970802,1502.5,2657.5,8240.0
BL027,Trimethoprim,0.05,3.0,3.0,8.4,2.2,1.8,-2.0,-0.03768115942028986,2885.0,5555.0,17327.5
BL027,Trimethoprim,0.05,3.0,4.0,83.4074074074074,26.037037037037038,112.0,-150.8,-10.195215311004784,3039010.0,4144407.5,5194465.0
BL027,Trimethoprim,500.0,4.0,1.0,111.85714285714286,110.85714285714286,11.8,-5.2,0.0,1832.5,2257.5,175495.0
BL027,Trimethoprim,500.0,4.0,2.0,2268.0,2267.0,41.6,-8.0,0.0,1717.5,9237.5,1818552.5
BL027,Trimethoprim,500.0,4.0,3.0,48.76923076923077,47.76923076923077,17.2,-15.8,0.0,42430.0,407377.5,1238477.5
BL027,Trimethoprim,500.0,4.0,4.0,116.42148760330579,115.3801652892562,223.6,-87.8,-3.0,1692865.0,10001500.0,28328467.5
BL027,Trimethoprim,50.0,4.0,1.0,54.0,53.0,3.2,-1.6,0.0,1160.0,1212.5,11912.5
BL027,Trimethoprim,50.0,4.0,2.0,96.11111111111111,95.11111111111111,15.2,-5.6,0.0,2220.0,3030.0,150535.0
BL027,Trimethoprim,50.0,4.0,3.0,1.263157894736842,-0.6842105263157895,3.6,-3.4,-0.012587412587412588,4185.0,1887.5,3745.0
BL027,Trimethoprim,50.0,4.0,4.0,35.38297872340426,5.789893617021277,180.8,-150.4,-8.921991701244814,2440880.0,1330410.0,3468202.5
BL027,Trimethoprim,5.0,4.0,1.0,59.333333333333336,53.333333333333336,6.6,-3.4,-3.0,932.5,957.5,18320.0
BL027,Trimethoprim,5.0,4.0,2.0,1.0,-0.8125,0.8,-1.2,-0.009027777777777777,1805.0,842.5,1610.0
BL027,Trimethoprim,5.0,4.0,3.0,1.0769230769230769,-0.7307692307692307,1.6,-2.0,-0.014634146341463415,5520.0,1937.5,3510.0
BL027,Trimethoprim,5.0,4.0,4.0,9.0,1.0,1.0,-1.0,-0.010852713178294573,1265.0,1202.5,3285.0
BL027,Trimethoprim,0.5,4.0,1.0,2.3333333333333335,-0.6666666666666666,2.2,-2.4,-2.4,1075.0,882.5,1612.5
BL027,Trimethoprim,0.5,4.0,2.0,1.5833333333333333,-0.8333333333333334,2.2,-2.6,-0.013127413127413128,2032.5,932.5,1530.0
BL027,Trimethoprim,0.5,4.0,3.0,1.0,-0.7368421052631579,1.2,-2.2,-0.009722222222222222,2437.5,1137.5,2700.0
BL027,Trimethoprim,0.5,4.0,4.0,27.850602409638554,26.850602409638554,107.4,-94.4,0.0,1111532.5,1243970.0,6676325.0
BL027,Trimethoprim,0.05,4.0,1.0,3.3333333333333335,0.0,1.6,-1.4,-0.00532319391634981,1042.5,942.5,2380.0
BL027,Trimethoprim,0.05,4.0,2.0,3.297872340425532,0.2127659574468085,6.0,-4.2,-0.08065843621399177,34437.5,13852.5,50915.0
